"id","filename","filepath","adatecreated","ndatecreated","adatecheckedin","ndatecheckedin","businessname","licensenumber","batchid","productname","sampleid","tvsampleid","metrcnumber","approved","notified"
3074,"206293-ResidualSolvents.pdf","reports/pdf/206293-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Pineapple Mango Flash Budder","206293","2664","1A40003126874BD000000419","1440482400","144054361518883500"
3075,"206294-ResidualSolvents.pdf","reports/pdf/206294-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Frosty 99 Wax","206294","2665","1A40003126874BD000000420","1440482400","144054361518883500"
3076,"206295-ResidualSolvents.pdf","reports/pdf/206295-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Mob Boss Crumble","206295","2666","1A40003126874BD000000421","1440482400","144054361518883500"
3077,"206296-ResidualSolvents.pdf","reports/pdf/206296-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Trinity&#x27;s Hazey Kush Sugar Wax","206296","2667","1A40003126874BD000000422","1440482400","144054361518883500"
3078,"206297-ResidualSolvents.pdf","reports/pdf/206297-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Lavender Dream Shatter","206297","2668","1A40003126874BD000000423","1440482400","144054361518883500"
3079,"206298-ResidualSolvents.pdf","reports/pdf/206298-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Shreck Budder","206298","2669","1A40003126874BD000000424","1440482400","144054361518883500"
3080,"206299-ResidualSolvents.pdf","reports/pdf/206299-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Blueberry Lemon Haze Shatter","206299","2670","1A40003126874BD000000425","1440482400","144054361518883500"
3081,"206300-ResidualSolvents.pdf","reports/pdf/206300-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Colorado Kush Shatter","206300","2671","1A40003126874BD000000426","1440482400","144054361518883500"
3082,"206301-ResidualSolvents.pdf","reports/pdf/206301-ResidualSolvents.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","404R-00061","","Nepalese Love Triangle Sugar Wax","206301","2672","1A40003126874BD000000428","1440482400","144054361518883500"
3083,"206303-Cannabinoids.pdf","reports/pdf/206303-Cannabinoids.pdf","08/25/2015","1440482400","2015-08-24","1440396000","Organic Alternatives","403R-00291","","Guava","206303","2674","1A400031266EF03000002444","1440482400","144054361518883500"
